uniprot,mod_sev_d0_0,mod_sev_d0_1,npx_difference,OR,p_value,minuslog10p,below_fdr,gene_name,gene_description
P19022,3.8074565579605264,4.2056060173736265,0.3981494594131001,2.120920608512033,0.008460459455158088,2.0726060514501436,True,CDH2,"cadherin 2, type 1, N-cadherin (neuronal)"
P25815,1.2169450362236842,1.5123603811758242,0.29541534495213995,2.1179118091551814,0.009065317007173918,2.042617004358418,True,S100P,S100 calcium binding protein P
Q02487,4.424267431947368,4.6897622566043955,0.26549482465702745,1.7736907456915907,0.009090326226350713,2.0414205308856546,True,DSC2,desmocollin 2
P13591,3.277119428355263,3.115264148186813,-0.1618552801684503,0.3294121350027374,0.009145177157613751,2.038807877084354,True,NCAM1,neural cell adhesion molecule 1
P14780,6.615846563573333,7.100645315373627,0.48479875180029364,1.545426651532916,0.009393890272555156,2.027154516997365,True,MMP9,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)"
Q9GZV9,4.617195916592105,5.232820088111111,0.6156241715190056,1.2759798525695158,0.00958706802194174,2.01831419122169,True,FGF23,fibroblast growth factor 23
O43464,1.3697934593421053,1.6786814872417584,0.3088880278996531,2.3867802767127007,0.009617219314117203,2.0169504800519666,True,HTRA2,HtrA serine peptidase 2
P07585,6.38933592768421,6.644907620755556,0.25557169307134586,2.285617367420014,0.009720554940586146,2.0123089407573955,True,DCN,decorin
Q02763,8.491296588973684,8.3647129897,-0.126583599273685,0.204719687000297,0.009859296009489654,2.0061540941976483,True,TEK,"TEK tyrosine kinase, endothelial"
Q9NPH0,2.9604090543552632,3.1588969833626375,0.19848792900737422,2.346917567282287,0.009907899585523329,2.004018403547051,True,ACP6,"acid phosphatase 6, lysophosphatidic,Lysophosphatidic acid phosphatase type 6"
P46379,2.017333154118421,2.334564325923077,0.3172311718046559,2.0303647524134214,0.010711014641182024,1.970169387039802,True,BAG6,BCL2-associated athanogene 6
Q8N6Q3,4.822118254789474,5.516008960010989,0.6938907052215155,1.4205728960879855,0.01075833044796213,1.9682551202584433,True,CD177,CD177 molecule
Q9NQ38,0.6711768596052632,0.453909773010989,-0.21726708659427418,0.26577399279629305,0.011552226249255136,1.9373343140749175,True,SPINK5,"serine peptidase inhibitor, Kazal type 5"
P01222,3.2784435031973684,2.7074103135714287,-0.5710331896259397,0.6553673454032741,0.011594044555968373,1.9357650349662805,True,TSHB,"thyroid stimulating hormone, beta"
Q9Y5Y7,5.142872271013158,5.3465425813186815,0.2036703103055233,1.9711615327228706,0.011677814845862363,1.932638414857787,True,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1
P51858,1.1011583386315789,1.6103749522967032,0.5092166136651244,1.493712714783986,0.0118518172023114,1.9262150555247308,True,HDGF,hepatoma-derived growth factor
Q16651,9.925260299289473,10.15677842318889,0.2315181238994164,2.7159695891909466,0.012398231150623568,1.9066402709926324,True,PRSS8,"protease, serine, 8"
P19878,5.224321191328947,5.8131484964835165,0.5888273051545694,1.405261706646479,0.012472902183666501,1.9040324835137739,True,NCF2,neutrophil cytosolic factor 2
Q6UXB4,3.9808120236447366,4.211335502736263,0.2305234790915267,2.193669432123035,0.012742494150689664,1.894745557097605,True,CLEC4G,"C-type lectin domain family 4, member G"
P05231,7.229541449539473,8.242417370944445,1.0128759214049712,1.281682584802613,0.012976654753273675,1.8868372497112267,True,IL6,"interleukin 6 (interferon, beta 2)"
P40225,4.127262636552632,3.8600758147333334,-0.26718682181929854,0.48481041496094995,0.013023387283819967,1.8852760443894179,True,THPO,thrombopoietin
Q92956,6.49002982436,6.734427497241758,0.2443976728817585,1.6317500964212392,0.013101409834223426,1.8826819676817357,True,TNFRSF14,"tumor necrosis factor receptor superfamily, member 14"
Q9HBB8,2.361214170368421,2.0969389886153844,-0.26427518175303666,0.45111826764581636,0.013394113950691728,1.873086010615151,True,CDHR5,cadherin-related family member 5
O00273,4.061682923842105,4.5387208384725275,0.4770379146304222,1.6260322628543893,0.01345276877457045,1.8711883223703547,True,DFFA,"DNA fragmentation factor, 45kDa, alpha polypeptide"
O95841,4.194862601618421,4.5642082355384614,0.36934563392004005,1.8019312329997483,0.013629088565690471,1.8655331862875852,True,ANGPTL1,angiopoietin-like 1
O95998,7.492754090466667,7.734044783010988,0.24129069254432167,2.0289725130959884,0.013651384202733794,1.864823310445148,False,IL18BP,interleukin 18 binding protein
P35542,3.8745094454078943,3.5697073457032964,-0.30480209970459793,0.6204603097684058,0.013788360648541307,1.860487365703385,False,SAA4,"serum amyloid A4, constitutive"
Q8WTU2,0.8914942518947369,0.2867926572527472,-0.6047015946419896,0.7121177165898085,0.014056611088898581,1.8521193708377641,False,SRCRB4D,"scavenger receptor cysteine rich domain containing, group B (4 domains)"
Q9UQV4,5.295334873578947,5.664725430912088,0.36939055733314063,1.7745993240295481,0.014805913223597063,1.8295648003153862,False,LAMP3,lysosomal-associated membrane protein 3
P63313,3.373947120394737,3.907532052131868,0.5335849317371308,1.3856179930303822,0.015455451246450355,1.810918310498285,False,TMSB10,thymosin beta 10
Q9C035,0.7773001556710526,1.147785814923077,0.3704856592520245,2.039911633168122,0.015495893869788774,1.8097833667289907,False,TRIM5,tripartite motif containing 5
P01034,8.657119817236842,8.920782303934066,0.2636624866972248,1.6363976433149108,0.015975288849898413,1.7965512806009942,False,CST3,cystatin C
P07237,0.1565949302368421,0.428226032054945,0.2716311018181029,2.0079012016787727,0.015977974290597354,1.7964782819795608,False,P4HB,"prolyl 4-hydroxylase, beta polypeptide"
P27352,6.477493868328947,6.032766560711111,-0.4447273076178364,0.665939220353571,0.016147028149490865,1.7919073976079434,False,GIF,gastric intrinsic factor (vitamin B synthesis)
P98160,7.555828965973332,7.719226408153846,0.16339744218051333,1.8391729922212905,0.01618932429786249,1.790771277240058,False,HSPG2,heparan sulfate proteoglycan 2
P20472,5.13229123218421,5.778754033725274,0.6464628015410643,1.298328092622719,0.01629651214385828,1.7879053353974,False,PVALB,parvalbumin
P01833,7.364826486486843,7.446078666533333,0.08125218004649071,13.139407159539783,0.017098297782930746,1.7670471235422063,False,PIGR,polymeric immunoglobulin receptor
Q99983,4.020746206592105,4.294043033142858,0.2732968265507525,1.6453195308184663,0.017116575462875337,1.7665831208706204,False,OMD,osteomodulin
P14151,7.93094888781579,7.765138884626373,-0.1658100031894163,0.38055488501679574,0.01712541737118322,1.7663588353220798,False,SELL,selectin L
Q8WX77,3.021289530092105,3.2287346839010986,0.20744515380899342,1.754002003298932,0.018231606826183543,1.7391750535067119,False,IGFBPL1,insulin-like growth factor binding protein-like 1
P05154,7.329239632644737,6.87308763034066,-0.45615200230407726,0.6340364290031961,0.018297099002161542,1.7376177620305158,False,SERPINA5,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5"
Q9NZV1,2.3021417614605264,2.469614229967033,0.16747246850650654,2.736946274479976,0.018564696648641486,1.7313121428502887,False,CRIM1,cysteine rich transmembrane BMP regulator 1 (chordin-like)
O94907,10.252234872697368,10.6672892649,0.4150543922026326,1.6782277420500682,0.01879760929587971,1.7258973813548701,False,DKK1,dickkopf WNT signaling pathway inhibitor 1
P22301,5.257493834315789,5.846563479395605,0.5890696450798156,1.4997747007116844,0.019304015251609144,1.7143523479741631,False,IL10,interleukin 10
P15090,7.443749233546667,7.870778684956044,0.42702945140937754,1.3534822615627795,0.01941558253647077,1.7118495745446969,False,FABP4,"fatty acid binding protein 4, adipocyte"
P15086,6.435804029973334,6.795643779912088,0.3598397499387538,1.3776956677170549,0.01962854307933867,1.7071119345357741,False,CPB1,carboxypeptidase B1 (tissue)
A6NI73,4.933814701144737,5.150509733230769,0.21669503208603214,2.1008832281151033,0.0196408776859132,1.706839108930326,False,LILRA5,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5"
Q07325,8.20315353613158,8.777197096703297,0.5740435605717167,1.4073358583443605,0.01974207179108477,1.7046072731343658,False,CXCL9,chemokine (C-X-C motif) ligand 9
P18510,6.161531957763158,6.607909047711111,0.4463770899479531,1.6164572411038916,0.020006991808696552,1.6988182056713819,False,IL1RN,interleukin 1 receptor antagonist
P41236,2.5722905437368424,3.0218879483406598,0.44959740460381736,1.5835196720093747,0.021269732232100182,1.67223797746226,False,PPP1R2,"protein phosphatase 1, regulatory (inhibitor) subunit 2"
Q9UBP4,5.1576691980526315,5.500907582769231,0.3432383847165994,1.7710250260025824,0.02187355402845667,1.6600806467956293,False,DKK3,dickkopf WNT signaling pathway inhibitor 3
Q15165,2.643466851986842,2.912036012472527,0.268569160485685,1.8044686125521474,0.0225460927096372,1.6469287115099627,False,PON2,paraoxonase 2
Q9Y6Q6,7.417277304381578,7.7336886307888895,0.3164113264073114,1.4572089142921303,0.023101098223596444,1.6363673733065345,False,TNFRSF11A,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator"
Q96PL1,4.15865403016,4.5688406921648355,0.41018666200483533,1.5434608609628735,0.02315636792638309,1.6353295586419203,False,SCGB3A2,"secretoglobin, family 3A, member 2"
Q13308,3.1628073404868418,3.3276580023076927,0.16485066182085095,1.6313062239892895,0.023892276745030437,1.6217424634485076,False,PTK7,protein tyrosine kinase 7
P21964,1.743353366118421,2.1250560996593406,0.38170273354091955,1.628559229811316,0.024128966048666142,1.6174612876635148,False,COMT,catechol-O-methyltransferase
P24394,3.6324497468421053,4.002467781788889,0.37001803494678365,1.5766068350778046,0.024184369468137505,1.6164652309994552,False,IL4R,interleukin 4 receptor
Q9Y286,3.1758737150526315,3.3734339488241756,0.19756023377154408,2.159163780151764,0.025073672489516377,1.6007820511585698,False,SIGLEC7,sialic acid binding Ig-like lectin 7
Q15166,4.911227438373333,4.4256697713076925,-0.48555766706564096,0.6848824600843266,0.025286547934878105,1.59711045555728,False,PON3,paraoxonase 3
Q9NPY3,11.667190049866667,11.781002285164835,0.11381223529816786,2.0151369301158777,0.02565411816802822,1.5908429091450766,False,CD93,CD93 molecule
Q9UKK9,4.266920629092105,4.669358145384615,0.40243751629251,1.5314045488773274,0.02576761772868722,1.588925731045909,False,NUDT5,nudix (nucleoside diphosphate linked moiety X)-type motif 5
P05556,6.373552188355263,6.212878161978022,-0.16067402637724104,0.4235824782682007,0.026830055038858425,1.5713784364205698,False,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
Q9NQ76,6.43215347808,6.620442369241758,0.18828889116175773,1.5968458705289068,0.0269533310089418,1.5693875551745347,False,MEPE,matrix extracellular phosphoglycoprotein
P14543,5.379537222328947,5.722275659956043,0.3427384376270961,1.8535267550138956,0.02781083592651527,1.5557859570971215,False,NID1,nidogen 1
Q99727,4.703355099893333,4.950837698208791,0.24748259831545827,1.7342953260550686,0.02819548036793431,1.5498205019138618,False,TIMP4,TIMP metallopeptidase inhibitor 4
P22466,5.066834424539474,4.698840032868132,-0.36799439167134196,0.6959145990962896,0.028269715307508415,1.5486785650867343,False,GAL,galanin/GMAP prepropeptide
Q13332,0.8844330924210526,0.7535584907252748,-0.1308746016957778,0.2850963682944929,0.028714111352819635,1.541904619763755,False,PTPRS,"protein tyrosine phosphatase, receptor type, S"
Q9HCN6,2.8593505105999997,3.1167399579340658,0.2573894473340661,1.7631458845392232,0.029126656804875407,1.5357093613908226,False,GP6,glycoprotein VI (platelet)
P06858,10.202835161013159,10.398386108222223,0.19555094720906396,1.794923804070262,0.030408444380000104,1.5170057967076445,False,LPL,lipoprotein lipase
Q9UHF1,6.030878901842105,6.274600175571429,0.2437212737293235,1.696004979986443,0.030544595332575326,1.5150656242066716,False,EGFL7,"EGF-like-domain, multiple 7"
O14867,0.840647296881579,1.2189860164505495,0.37833871956897047,1.5954091329637923,0.032596236918673534,1.4868325342813453,False,BACH1,"BTB and CNC homology 1, basic leucine zipper transcription factor 1"
O00533,3.2431455786710526,3.0213737876813185,-0.2217717909897341,0.528170256189258,0.032879190969204365,1.483078877322163,False,CHL1,cell adhesion molecule L1-like
O43505,4.609765515171053,4.470728546956044,-0.13903696821500855,0.4554092703456538,0.03303264170238892,1.4810566933114975,False,B3GNT1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1"
P55058,1.5091314679210526,1.3375627694615384,-0.17156869845951417,0.3351179205240157,0.034556194782024006,1.461474086683734,False,PLTP,phospholipid transfer protein
Q9BYF1,4.54977443656579,4.962816808088889,0.4130423715230993,1.4834212542467735,0.034563936812161425,1.4613767974887073,False,ACE2,angiotensin I converting enzyme 2
P09601,13.025724546052633,13.247009917555555,0.2212853715029226,2.033287427655487,0.0351333507836461,1.4542804281342354,False,HMOX1,heme oxygenase (decycling) 1
Q07654,5.1435781441733335,5.224449592769231,0.08087144859589745,1.49061207909016,0.035257684353925824,1.4527462145930352,False,TFF3,trefoil factor 3 (intestinal)
Q05084,1.172410792118421,1.4031568157912087,0.23074602367278763,2.1355749338187024,0.0354651765710523,1.4501978735810563,False,ICA1,"islet cell autoantigen 1, 69kDa"
P23229,0.30890844218421054,0.04333237776923077,-0.2655760644149798,0.551339345628542,0.035976557913745814,1.4439803904784059,False,ITGA6,"integrin, alpha 6"
P78324,4.428326614506667,4.63311141489011,0.20478480038344316,1.802189165025543,0.0366592738335222,1.4358161420256772,False,SIRPA,signal-regulatory protein alpha
Q15113,6.175625103447368,5.873454875109889,-0.302170228337479,0.6098229350527832,0.0378661949326064,1.421748333717253,False,PCOLCE,procollagen C-endopeptidase enhancer
O43278,1.4773319748026317,1.6431495279120878,0.16581755310945612,1.925332094485007,0.037885664811185764,1.421525087422175,False,SPINT1,"serine peptidase inhibitor, Kunitz type 1"
O75594,8.51252806984,8.726664394780219,0.21413632494021861,1.5727120676105133,0.03839907793288228,1.4156792041082262,False,PGLYRP1,peptidoglycan recognition protein 1
Q13291,3.5090926231710524,3.6945132110549452,0.18542058788389282,1.7491347351389919,0.03910178836209972,1.407803379227401,False,SLAMF1,signaling lymphocytic activation molecule family member 1
P18564,2.2417757579078947,2.496230649912088,0.25445489200419313,1.7223751425192757,0.04075217838590441,1.3898491713242083,False,ITGB6,"integrin, beta 6"
Q16627,5.938392454223685,6.040614137186813,0.10222168296312795,1.7234287785600357,0.04076381237651025,1.3897252060037926,False,CCL14,chemokine (C-C motif) ligand 14
Q12913,1.407226678236842,1.5823855787802197,0.17515890054337757,1.8506209323679377,0.04093184481900866,1.38793868104102,False,PTPRJ,"protein tyrosine phosphatase, receptor type, J"
P16109,10.768172722786666,11.132225137945055,0.3640524151583886,1.5979695884116918,0.04168947844211711,1.3799735380981546,False,SELP,"selectin P (granule membrane protein 140kDa, antigen CD62)"
O60449,2.4716169011973683,2.3338375765824173,-0.13777932461495102,0.4380756671142695,0.04178159242374021,1.3790150117548503,False,LY75,lymphocyte antigen 75
P50749,2.2384458548026314,2.509514559021978,0.2710687042193465,1.6076517342610537,0.041997813235353995,1.3767733220912255,False,RASSF2,Ras association (RalGDS/AF-6) domain family member 2
Q14515,2.7190642433552634,2.8650129868571423,0.14594874350187892,1.9637649828473909,0.0427478108883778,1.3690861205484517,False,SPARCL1,SPARC-like 1 (hevin)
Q11201,5.367315148842105,5.637342934087911,0.27002778524580595,1.6273058587685043,0.042920264092377675,1.3673376144435172,False,ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
Q6UXG3,3.9597513281315786,4.052806249648352,0.09305492151677353,1.4720381800910955,0.04352100071932877,1.3613011270533113,False,CD300LG,CD300 molecule-like family member g
P80188,2.838246997263158,3.030651493835165,0.19240449657200687,1.6905497003630237,0.04359026908338236,1.3606104500677156,False,LCN2,lipocalin 2
Q9Y624,7.609259714039999,7.846622753648352,0.23736303960835237,1.4645472838699798,0.04425700930176037,1.3540179371694174,False,F11R,F11 receptor
Q9UBX1,3.148411153644737,2.936216519186813,-0.21219463445792375,0.5923513484940832,0.044398559964164856,1.3526311156907638,False,CTSF,cathepsin F
Q13261,1.5445274495789474,1.6902531504835165,0.14572570090456916,1.8433107691542276,0.044729293361509506,1.3494079628070266,False,IL15RA,"interleukin 15 receptor, alpha"
P46531,2.8823428920526317,2.8143681024285714,-0.06797478962406034,0.3385085248610005,0.045100477245394205,1.345818862469166,False,NOTCH1,notch 1
P01588,1.9553322030657894,2.4011567363296704,0.44582453326388105,1.3037790321954807,0.046371926708714414,1.3337448592135464,False,EPO,erythropoietin
P01215,4.031162115447368,3.4548689155824177,-0.5762931998649505,0.7069266119201228,0.04640394583647352,1.3334450887954032,False,CGA,"glycoprotein hormones, alpha polypeptide"
P13726,7.3724145843421045,7.579718860111111,0.20730427576900645,1.9453776290746831,0.04647792743295387,1.332753246463254,False,F3,"coagulation factor III (thromboplastin, tissue factor)"
P15692,11.322076598631579,11.523708383131869,0.2016317845002895,1.6554959011340447,0.04650378000089939,1.3325117445979744,False,VEGFA,vascular endothelial growth factor A
Q16663,9.103503815266667,9.241074876747254,0.13757106148058718,1.5112475698270151,0.04679696536213547,1.329782308661131,False,CCL15,chemokine (C-C motif) ligand 15
Q9BZW8,6.856608716434211,6.637815676912088,-0.21879303952212314,0.479813349365251,0.047178846439287464,1.3262526821697258,False,CD244,"CD244 molecule, natural killer cell receptor 2B4"
"Q8NEV9,Q14213",6.310569102328948,6.578108402688889,0.26753930035994067,1.863313491085509,0.04804454144661595,1.3183559473144175,False,"IL27,EBI3",interleukin 27;Epstein-Barr virus induced 3
P07451,1.8961965901842106,2.3531966125934067,0.4570000224091961,1.3375837144962412,0.048479656141449376,1.3144404692130718,False,CA3,"carbonic anhydrase III, muscle specific"
Q9HCM2,3.5912279765394737,3.3124829045274726,-0.27874507201200105,0.7466135880765141,0.049262041214894026,1.307487596760042,False,PLXNA4,plexin A4
Q9NQX5,5.9514282165,6.103727940769231,0.15229972426923055,1.404436565322095,0.050426078789038986,1.297344801947816,False,NPDC1,"neural proliferation, differentiation and control, 1"
Q02246,4.250601237157895,4.096202748967033,-0.15439848819086155,0.5332364048594683,0.05047531216481251,1.2969209864796911,False,CNTN2,contactin 2 (axonal)
P09960,0.8084425465394737,1.1101624066373625,0.30171986009788887,1.670087395829254,0.05061352683964035,1.2957333992328484,False,LTA4H,leukotriene A4 hydrolase
P07339,4.7963587212,5.030002025879121,0.23364330467912087,1.9104742709249583,0.05079160177807569,1.2942080909239049,False,CTSD,cathepsin D
O43854,2.008181437657895,2.0902285214945056,0.08204708383661075,3.0113097717848656,0.05125018094032459,1.290304596979607,False,EDIL3,EGF-like repeats and discoidin I-like domains 3
Q99731,10.487947427763158,10.92846247512088,0.44051504735772085,1.3430085702615422,0.05126148893577975,1.2902087834970364,False,CCL19,chemokine (C-C motif) ligand 19
P08709,5.235011467881579,5.082472031252747,-0.15253943662883174,0.5390580484726081,0.0531966339730358,1.2741158469001554,False,F7,coagulation factor VII (serum prothrombin conversion accelerator)
P02778,10.994398574157895,11.757293129186815,0.7628945550289199,1.2651316634399372,0.05382757260542936,1.268995204576605,False,CXCL10,chemokine (C-X-C motif) ligand 10
Q15661,3.2963339690394737,3.08747845810989,-0.20885551092958377,0.5419537306135954,0.05431420223014994,1.2650865950205807,False,TPSAB1,tryptase alpha/beta 1
P08254,7.008269705106667,7.4488603129670325,0.44059060786036586,1.3336548795585967,0.05564155369434602,1.2546007515868893,False,MMP3,"matrix metallopeptidase 3 (stromelysin 1, progelatinase)"
Q8NC01,3.8818391915657893,4.008461765758241,0.12662257419245204,1.5891646274042235,0.05610440847839146,1.2510030121374789,False,CLEC1A,"C-type lectin domain family 1, member A"
Q9BWV1,5.003884715105263,4.7890542126,-0.21483050250526325,0.535228885413932,0.0576062538383394,1.2395303662287176,False,BOC,"BOC cell adhesion associated, oncogene regulated"
Q9NXA8,-1.1199597359078948,-0.9938231201868132,0.1261366157210816,2.23617632855075,0.058402815213424476,1.2335662179186337,False,SIRT5,sirtuin 5
Q12884,0.6591970096315789,0.5222600705714285,-0.13693693906015036,0.46279309408863994,0.05875836048577832,1.230930330681529,False,FAP,"fibroblast activation protein, alpha"
Q13145,2.156231561986842,2.258983180241758,0.10275161825491619,1.4958433091066023,0.05929886094785827,1.2269536487742,False,BAMBI,BMP and activin membrane-bound inhibitor
Q8N423,4.22080455793421,4.459117596626374,0.23831303869216391,1.7956850231436658,0.06084439092087594,1.2157794520171936,False,LILRB2,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2"
P11226,9.00201465543421,9.460896510978023,0.45888185554381167,1.2596113993677693,0.06163636551288277,1.2101629780690661,False,MBL2,"mannose-binding lectin (protein C) 2, soluble"
P78552,2.4860437870526315,2.615817912857143,0.12977412580451153,2.4341982924101866,0.06189882649811642,1.2083175844245273,False,IL13RA1,"interleukin 13 receptor, alpha 1"
P35754,2.0736116036184207,2.3582232367472526,0.284611633128832,1.3872809456451571,0.06195503656727017,1.2079233823555287,False,GLRX,glutaredoxin (thioltransferase)
Q12933,1.92354447075,2.210036831263736,0.28649236051373617,1.4891077360808274,0.06218551781346776,1.2063107449878743,False,TRAF2,TNF receptor-associated factor 2
Q9UKJ0,6.291606718052631,6.482523762175824,0.19091704412319288,1.4954253253133456,0.06342757135513304,1.1977219174415261,False,PILRB,paired immunoglobin-like type 2 receptor beta
P78310,2.3975254785657896,2.555254859010989,0.15772938044519957,1.4184414465947786,0.06362331433634341,1.1963837108889337,False,CXADR,coxsackie virus and adenovirus receptor
P80162,8.29287644218421,8.596804199362637,0.30392775717842646,1.3786318643267637,0.06386858415827999,1.1947127111954152,False,CXCL6,chemokine (C-X-C motif) ligand 6
P00533,3.4854133827600005,3.4112482333956047,-0.07416514936439578,0.3503174445916939,0.06451210315114399,1.1903587994941431,False,EGFR,epidermal growth factor receptor
O00241,3.9254274705789474,4.091344718989011,0.1659172484100635,1.577458750062352,0.06452276419855718,1.190287035417216,False,SIRPB1,signal-regulatory protein beta 1
P26010,1.9590568979342105,1.8236882293516483,-0.13536866858256213,0.4568471932185682,0.06473833140216917,1.1888384985103575,False,ITGB7,"integrin, beta 7"
Q9BXN2,4.5029973947499995,4.706551911153846,0.20355451640384636,1.3106371949077518,0.0656110448767162,1.183023045910148,False,CLEC7A,"C-type lectin domain family 7, member A"
O43291,3.5002962566184213,3.6439427680329675,0.1436465114145462,1.6010723873333998,0.06630175257733208,1.1784749915861066,False,SPINT2,"serine peptidase inhibitor, Kunitz type, 2"
P35237,2.990932424631579,3.244610174988889,0.2536777503573098,1.520003124772034,0.06711713396160934,1.1731665970427847,False,SERPINB6,"serpin peptidase inhibitor, clade B (ovalbumin), member 6"
O60760,1.6718184895657895,1.4186684424615383,-0.25315004710425115,0.5791020617323914,0.06752601654249991,1.170528869184565,False,HPGDS,hematopoietic prostaglandin D synthase
Q9BXJ1,4.8954115129210525,5.192722611571428,0.2973110986503755,1.5375187236110441,0.06852029398364694,1.164180782379006,False,C1QTNF1,C1q and tumor necrosis factor related protein 1
P05112,-1.8046703011973684,-1.6415388375164837,0.16313146368088471,1.6542518857351105,0.07098658833109645,1.1488236958441995,False,IL4,interleukin 4
P04070,4.891351707184211,4.699732315208791,-0.19161939197542033,0.6575559840223179,0.07188332651936251,1.143371833405372,False,PROC,protein C (inactivator of coagulation factors Va and VIIIa)
P01730,6.719663957460527,6.853516454055556,0.13385249659502918,1.7249988860202248,0.07200494092485778,1.142637701585712,False,CD4,CD4 molecule
P16860,3.5420443674868416,4.197110402633333,0.6550660351464916,1.1673237783570216,0.0725693886431347,1.1392465355932746,False,NPPB,natriuretic peptide B
P34130,0.9244689075657896,0.6509437684505495,-0.2735251391152401,0.5256857883486976,0.07290353487821756,1.1372514135080152,False,NTF4,neurotrophin 4
P06681,5.68384869181579,5.551110269923077,-0.13273842189271257,0.5316917675853491,0.0738634384144982,1.1315704793862909,False,C2,complement component 2
Q5T4W7,0.49196848080263156,0.6784271948791208,0.18645871407648928,1.9344705681130785,0.07486285262702581,1.1257336282425379,False,ARTN,artemin
P30048,-0.1281417655,0.1654818506923077,0.2936236161923077,1.4957319282420871,0.07822215433747301,1.1066702271975863,False,PRDX3,peroxiredoxin 3
Q08334,6.6673603115,6.715635031021978,0.04827471952197726,1.9644482468075037,0.07924659288774094,1.1010194006794427,False,IL10RB,"interleukin 10 receptor, beta"
P78410,2.599569488539474,2.8030838716923077,0.20351438315283366,1.47360024134782,0.08048706163653159,1.0942739272280235,False,BTN3A2,"butyrophilin, subfamily 3, member A2"
P01579,1.8955962700789475,1.5879251745604395,-0.307671095518508,0.8720665432910777,0.08079156216544248,1.092633994378143,False,IFNG,"interferon, gamma"
P29965,6.069519377842106,5.802391420255555,-0.26712795758655083,0.7944487823314111,0.08178266169571778,1.0873387590182735,False,CD40LG,CD40 ligand
Q92876,6.321358565,6.059206592681319,-0.2621519723186809,0.5988802827119186,0.08255905123751249,1.08323530656813,False,KLK6,kallikrein-related peptidase 6
Q9NNX6,4.380883898092105,4.52559618143956,0.144712283347455,1.6923829065906126,0.08275656546537434,1.0821975415730904,False,CD209,CD209 molecule
P20062,4.621122413605263,4.894571055604396,0.2734486419991331,1.598410777750884,0.08296271566915485,1.0811170403602715,False,TCN2,transcobalamin II
O43570,4.121327141184211,4.23907797332967,0.11775083214545923,1.5362949115178801,0.08331682583547934,1.0792672839522657,False,CA12,carbonic anhydrase XII
Q9Y2J8,0.005378656157894737,0.2621247347252747,0.25674607856737997,1.4128371737098688,0.08334892544102868,1.079099994852652,False,PADI2,"peptidyl arginine deiminase, type II"
Q99748,0.976990788986842,1.0928237726483516,0.11583298366150963,2.3977501653579676,0.08653884998642064,1.0627888804323047,False,NRTN,neurturin
Q9P0J1,1.4357703383157894,1.5426423242527474,0.10687198593695801,2.0190857060926657,0.08658755098198645,1.0625445436462684,False,PDP1,pyruvate dehyrogenase phosphatase catalytic subunit 1
Q6WN34,2.81587568818421,2.939827541177778,0.1239518529935677,1.434816903870554,0.08702048188894378,1.0603785160659438,False,CHRDL2,chordin-like 2
Q92520,6.259850941171052,6.359214828010989,0.09936388683993691,1.429816191902329,0.08788573962190155,1.056081588020048,False,FAM3C,"family with sequence similarity 3, member C"
P35590,2.0851487388552634,1.9574320358791208,-0.12771670297614257,0.45203307545106547,0.0895184144564186,1.0480876186035484,False,TIE1,tyrosine kinase with immunoglobulin-like and EGF-like domains 1
P00813,4.351308366657895,4.563989107736264,0.2126807410783691,1.537101097226075,0.09033344159490038,1.0441514433577328,False,ADA,adenosine deaminase
P31994,3.386119530013158,3.552119054655556,0.16599952464239776,1.5717374790703968,0.09110005953300286,1.040481339219689,False,FCGR2B,"Fc fragment of IgG, low affinity IIb, receptor (CD32)"
Q14162,5.857750447171052,5.993462225824176,0.1357117786531239,1.5461311070449433,0.09127947453720661,1.0396268686582955,False,SCARF1,"scavenger receptor class F, member 1"
Q99650,2.304306589394737,2.4117779415494507,0.1074713521547137,2.175309456193433,0.09174631315479234,1.0374113789418207,False,OSMR,oncostatin M receptor
Q9UBR2,6.1654281203200005,6.299524271626374,0.1340961513063732,1.8154817634137796,0.09223063212078712,1.035124814829329,False,CTSZ,cathepsin Z
Q969D9,0.2150176042894737,0.3590648426222222,0.14404723833274852,1.6359236529015606,0.0935052014389121,1.0291642298399257,False,TSLP,thymic stromal lymphopoietin
Q9NRJ3,3.026171644131579,3.2332206976153843,0.20704905348380542,1.4508536054299328,0.0945278890363194,1.0244400405101728,False,CCL28,chemokine (C-C motif) ligand 28
Q96F46,4.563981478213333,4.641749155428571,0.07776767721523825,1.5484353551183796,0.09498933325512575,1.0223251606956867,False,IL17RA,interleukin 17 receptor A
Q5T2D2,5.526639940786667,5.612474369406594,0.0858344286199273,1.6622585540284005,0.09617447916643271,1.016940156939595,False,TREML2,triggering receptor expressed on myeloid cells-like 2
